"switch" "arsenic" "dist" "assoc" "educ" "educ4" "use" "status_perceived" "well_shift"
"725" "1" "139" "32.4039993286133" "No" "5" "1-8" "Neither" "Unsafe" "No"
"726" "0" "52" "48.390998840332" "No" "5" "1-8" "Unfrequently" "Unsafe" "No"
"727" "0" "107" "23.6480007171631" "No" "5" "1-8" "Drinking" "Safe" "No"
"728" "0" "53" "44.5839996337891" "No" "10" "9-12" "Both" "Unsafe" "No"
"729" "1" "87" "21.9610004425049" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"730" "0" "122" "21.9610004425049" "Yes" "5" "1-8" "Unfrequently" "Unsafe" "No"
"731" "0" "91" "14.0030002593994" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"732" "0" "65" "34.4939994812012" "Yes" "12" "12+" "Both" "Unsafe" "No"
"733" "0" "219" "67.2399978637695" "Yes" "15" "12+" "Both" "Unsafe" "No"
"734" "0" "245" "70.5380020141602" "Yes" "15" "12+" "Both" "Unsafe" "No"
"735" "1" "171" "91.9830017089844" "Yes" "14" "12+" "Neither" "Unsafe" "No"
"736" "1" "289" "35.5789985656738" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"737" "1" "273" "35.5789985656738" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"738" "1" "155" "4.41400003433228" "Yes" "0" "0" "Neither" "Unsafe" "No"
"739" "1" "128" "71.4079971313477" "No" "3" "1-8" "Neither" "Unsafe" "No"
"740" "1" "134" "75.2330017089844" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"741" "1" "201" "95.1809997558594" "No" "9" "9-12" "Neither" "Unsafe" "No"
"742" "0" "229" "102.113998413086" "No" "6" "9-12" "Both" "Unsafe" "No"
"743" "0" "259" "114.486999511719" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"744" "1" "334" "113.726997375488" "No" "16" "12+" "Neither" "Unsafe" "No"
"745" "1" "276" "123.794998168945" "No" "8" "9-12" "Neither" "Unsafe" "No"
"746" "1" "251" "113.424003601074" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"747" "1" "242" "143.070999145508" "No" "0" "0" "Neither" "Unsafe" "No"
"748" "0" "351" "152.518997192383" "No" "5" "1-8" "Both" "Unsafe" "No"
"749" "1" "319" "142.869003295898" "No" "6" "9-12" "Neither" "Unsafe" "No"
"750" "1" "258" "134.600006103516" "No" "8" "9-12" "Neither" "Unsafe" "No"
"751" "1" "218" "126.942001342773" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"752" "1" "451" "118.81600189209" "No" "0" "0" "Neither" "Unsafe" "No"
"753" "1" "329" "110.699996948242" "No" "5" "1-8" "Neither" "Unsafe" "No"
"754" "1" "331" "89.1900024414062" "No" "5" "1-8" "Neither" "Unsafe" "No"
"755" "0" "298" "79.6750030517578" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"756" "1" "107" "132.945999145508" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"757" "0" "263" "125.524002075195" "No" "5" "1-8" "Both" "Unsafe" "No"
"758" "0" "129" "115.388999938965" "No" "5" "1-8" "Both" "Unsafe" "No"
"759" "1" "338" "99.0210037231445" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"760" "1" "83" "117.01000213623" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"761" "1" "256" "75.6060028076172" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"762" "0" "56" "69.7829971313477" "No" "9" "9-12" "Both" "Unsafe" "No"
"763" "0" "159" "52.181999206543" "No" "5" "1-8" "Both" "Unsafe" "No"
"764" "0" "287" "134.098999023438" "Yes" "9" "9-12" "Both" "Unsafe" "No"
"765" "0" "111" "95.4670028686523" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"766" "0" "109" "64.9980010986328" "No" "8" "9-12" "Both" "Unsafe" "No"
"767" "0" "289" "43.5979995727539" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"768" "0" "67" "33.7089996337891" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"769" "0" "108" "20.0090007781982" "Yes" "0" "0" "Both" "Unsafe" "No"
"770" "0" "171" "22.6200008392334" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"771" "0" "283" "106.488998413086" "No" "0" "0" "Both" "Unsafe" "No"
"772" "1" "259" "137.815994262695" "No" "5" "1-8" "Neither" "Unsafe" "No"
"773" "1" "220" "155.507995605469" "No" "12" "12+" "Neither" "Unsafe" "No"
"774" "1" "204" "152.160995483398" "No" "12" "12+" "Neither" "Don't Know" "No"
"775" "0" "178" "202.134002685547" "No" "0" "0" "Both" "Unsafe" "No"
"776" "0" "194" "170.427993774414" "No" "4" "1-8" "Both" "Unsafe" "No"
"777" "0" "136" "120.763999938965" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"778" "1" "325" "131.179000854492" "No" "4" "1-8" "Both" "Don't Know" "No"
"779" "0" "138" "72.359001159668" "No" "4" "1-8" "Both" "Unsafe" "No"
"780" "1" "151" "50.5830001831055" "Yes" "4" "1-8" "Both" "Don't Know" "No"
"781" "0" "84" "75.3690032958984" "No" "8" "9-12" "Both" "Unsafe" "No"
"782" "0" "98" "79.3600006103516" "No" "5" "1-8" "Both" "Unsafe" "No"
"783" "0" "90" "93.5859985351562" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"784" "0" "132" "80.1839981079102" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"785" "0" "159" "82.6709976196289" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"786" "0" "307" "70.7779998779297" "No" "10" "9-12" "Both" "Unsafe" "No"
"787" "0" "85" "34.5099983215332" "No" "10" "9-12" "Both" "Unsafe" "No"
"788" "0" "129" "56.734001159668" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"789" "0" "253" "49.6209983825684" "No" "5" "1-8" "Both" "Safe" "No"
"790" "0" "153" "73.9049987792969" "Yes" "0" "0" "Both" "Unsafe" "No"
"791" "0" "175" "68.7809982299805" "Yes" "0" "0" "Both" "Unsafe" "No"
"792" "0" "111" "52.9290008544922" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"793" "1" "327" "134.875" "Yes" "0" "0" "Both" "Don't Know" "No"
"794" "0" "243" "150.192993164062" "Yes" "2" "1-8" "Both" "Unsafe" "No"
"795" "0" "157" "138.024002075195" "No" "5" "1-8" "Both" "Unsafe" "No"
"796" "0" "222" "119.65299987793" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"797" "0" "295" "112.577003479004" "Yes" "0" "0" "Both" "Unsafe" "No"
"798" "0" "159" "17.4179992675781" "No" "0" "0" "Both" "Unsafe" "No"
"799" "0" "254" "28.7129993438721" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"800" "0" "106" "38.2239990234375" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"801" "1" "79" "39.6759986877441" "No" "0" "0" "Neither" "Unsafe" "Yes"
"802" "1" "241" "13.2659997940063" "Yes" "0" "0" "Neither" "Unsafe" "No"
"803" "0" "123" "19.0909996032715" "Yes" "0" "0" "Both" "Unsafe" "No"
"804" "0" "179" "19.7439994812012" "Yes" "0" "0" "Both" "Unsafe" "No"
"805" "0" "256" "77.4390029907227" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"806" "1" "260" "132.369995117188" "Yes" "0" "0" "Neither" "Unsafe" "No"
"807" "0" "301" "67.0739974975586" "Yes" "0" "0" "Both" "Unsafe" "No"
"808" "0" "288" "38.8520011901855" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"809" "0" "270" "16.7810001373291" "No" "5" "1-8" "Both" "Unsafe" "No"
"810" "0" "366" "28.7630004882812" "Yes" "0" "0" "Both" "Unsafe" "No"
"811" "0" "93" "14.2430000305176" "Yes" "6" "9-12" "Both" "Unsafe" "No"
"812" "0" "117" "32.9560012817383" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"813" "0" "446" "38.9539985656738" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"814" "0" "211" "67.3840026855469" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"815" "0" "317" "82.802001953125" "Yes" "0" "0" "Both" "Unsafe" "No"
"816" "0" "365" "104.232002258301" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"817" "0" "180" "54.1529998779297" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"818" "0" "560" "53.2130012512207" "Yes" "0" "0" "Both" "Unsafe" "No"
"819" "0" "418" "31.6650009155273" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"820" "1" "478" "45.9440002441406" "No" "5" "1-8" "Neither" "Unsafe" "No"
"821" "1" "407" "37.3860015869141" "No" "5" "1-8" "Neither" "Unsafe" "No"
"822" "1" "474" "14.6269998550415" "No" "5" "1-8" "Both" "Safe" "No"
"823" "1" "481" "27.6009998321533" "No" "10" "9-12" "Neither" "Unsafe" "No"
"824" "1" "465" "35.8839988708496" "Yes" "10" "9-12" "Both" "Don't Know" "No"
"825" "1" "153" "52.1920013427734" "No" "5" "1-8" "Neither" "Unsafe" "No"
"826" "1" "270" "31.621000289917" "No" "5" "1-8" "Both" "Don't Know" "No"
"827" "1" "389" "82.3820037841797" "Yes" "0" "0" "Neither" "Unsafe" "No"
"828" "0" "344" "97.4029998779297" "No" "5" "1-8" "Both" "Unsafe" "No"
"829" "0" "274" "124.050003051758" "Yes" "0" "0" "Both" "Unsafe" "No"
"830" "0" "321" "126.800003051758" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"831" "1" "317" "117.899002075195" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"832" "0" "129" "115.013000488281" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"833" "0" "581" "9.37199974060059" "Yes" "0" "0" "Both" "Unsafe" "No"
"834" "1" "483" "50.5970001220703" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"835" "1" "448" "17.3320007324219" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"836" "1" "420" "32.4249992370605" "Yes" "0" "0" "Neither" "Unsafe" "No"
"837" "1" "193" "62.1949996948242" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"838" "1" "83" "108.349998474121" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"839" "1" "386" "67.1169967651367" "Yes" "0" "0" "Neither" "Don't Know" "No"
"840" "1" "439" "66.4980010986328" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"841" "1" "357" "52.7919998168945" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"842" "0" "332" "72.0979995727539" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"843" "1" "307" "92.9889984130859" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"844" "1" "407" "72.3779983520508" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"845" "1" "363" "111.593002319336" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"846" "1" "339" "112.91300201416" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"847" "1" "261" "84.7040023803711" "No" "5" "1-8" "Both" "Don't Know" "No"
"848" "1" "129" "67.7880020141602" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"849" "1" "197" "96.7969970703125" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"850" "1" "331" "81.5149993896484" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"851" "1" "368" "94.6389999389648" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"852" "1" "405" "96.4820022583008" "No" "10" "9-12" "Neither" "Unsafe" "No"
"853" "0" "323" "75.1129989624023" "Yes" "0" "0" "Both" "Unsafe" "No"
"854" "1" "464" "57.2120018005371" "No" "5" "1-8" "Neither" "Unsafe" "No"
"855" "1" "451" "50.2560005187988" "No" "5" "1-8" "Neither" "Unsafe" "No"
"856" "0" "132" "31.1000003814697" "No" "12" "12+" "Both" "Unsafe" "No"
"857" "1" "71" "18.0370006561279" "No" "10" "9-12" "Neither" "Unsafe" "No"
"858" "1" "118" "12.0220003128052" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"859" "0" "58" "22.8649997711182" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"860" "1" "144" "38.3899993896484" "Yes" "0" "0" "Neither" "Unsafe" "No"
"861" "1" "56" "19.2600002288818" "No" "5" "1-8" "Both" "Don't Know" "No"
"862" "1" "99" "21.3729991912842" "Yes" "0" "0" "Both" "Don't Know" "No"
"863" "0" "148" "7.85799980163574" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"864" "0" "146" "35.1640014648438" "Yes" "0" "0" "Both" "Unsafe" "No"
"865" "1" "162" "63.0060005187988" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"866" "0" "172" "72.2249984741211" "Yes" "0" "0" "Both" "Unsafe" "No"
"867" "0" "132" "74.6600036621094" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"868" "0" "100" "58.3969993591309" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"869" "1" "74" "50.818000793457" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"870" "1" "107" "41.390998840332" "No" "5" "1-8" "Neither" "Unsafe" "No"
"871" "1" "110" "39.5460014343262" "Yes" "0" "0" "Both" "Don't Know" "No"
"872" "1" "61" "30.5820007324219" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"873" "1" "93" "25.7280006408691" "Yes" "0" "0" "Neither" "Unsafe" "No"
"874" "1" "130" "26.6049995422363" "Yes" "5" "1-8" "Unfrequently" "Unsafe" "No"
"875" "1" "70" "16.5790004730225" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"876" "0" "127" "19.0540008544922" "Yes" "0" "0" "Both" "Unsafe" "No"
"877" "1" "64" "10.581000328064" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"878" "0" "64" "19.5779991149902" "No" "5" "1-8" "Both" "Unsafe" "No"
"879" "1" "73" "10.9390001296997" "No" "12" "12+" "Neither" "Unsafe" "No"
"880" "0" "54" "9.42300033569336" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"881" "1" "61" "18.9370002746582" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"882" "1" "86" "23.8020000457764" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"883" "0" "105" "15.710000038147" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"884" "1" "123" "32.9980010986328" "Yes" "10" "9-12" "Both" "Don't Know" "No"
"885" "0" "67" "32.1990013122559" "No" "12" "12+" "Both" "Unsafe" "No"
"886" "1" "66" "102.055999755859" "Yes" "4" "1-8" "Both" "Unsafe" "No"
"887" "0" "57" "12.8500003814697" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"888" "0" "55" "21.9020004272461" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"889" "1" "234" "41.3339996337891" "No" "0" "0" "Both" "Don't Know" "Yes"
"890" "1" "131" "42.310001373291" "Yes" "5" "1-8" "Both" "Don't Know" "Yes"
"891" "1" "87" "39.5110015869141" "No" "9" "9-12" "Unfrequently" "Unsafe" "No"
"892" "1" "71" "16.632999420166" "No" "0" "0" "Neither" "Unsafe" "No"
"893" "1" "66" "24.9489994049072" "No" "0" "0" "Both" "Unsafe" "Yes"
"894" "0" "147" "42.0900001525879" "No" "0" "0" "Drinking" "Unsafe" "No"
"895" "0" "88" "48.9269981384277" "No" "0" "0" "Both" "Unsafe" "No"
"896" "1" "86" "14.5220003128052" "No" "10" "9-12" "Neither" "Unsafe" "Yes"
"897" "1" "82" "49.6450004577637" "Yes" "12" "12+" "Both" "Don't Know" "No"
"898" "0" "69" "56.8219985961914" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"899" "0" "61" "15.6009998321533" "No" "8" "9-12" "Both" "Safe" "No"
"900" "0" "101" "43.0270004272461" "Yes" "0" "0" "Both" "Unsafe" "No"
"901" "1" "150" "43.507999420166" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"902" "1" "119" "78.7210006713867" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"903" "1" "156" "52.734001159668" "Yes" "5" "1-8" "Unfrequently" "Unsafe" "No"
"904" "1" "139" "48.5579986572266" "No" "5" "1-8" "Both" "Don't Know" "No"
"905" "1" "64" "21.8920001983643" "Yes" "10" "9-12" "Unfrequently" "Unsafe" "No"
"906" "1" "60" "24.0659999847412" "Yes" "0" "0" "Neither" "Unsafe" "No"
"907" "1" "82" "26.4260005950928" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"908" "1" "119" "56.6240005493164" "No" "5" "1-8" "Unfrequently" "Unsafe" "No"
"909" "1" "93" "35.0750007629395" "No" "5" "1-8" "Neither" "Unsafe" "No"
"910" "1" "110" "29.5779991149902" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"911" "0" "147" "21.3400001525879" "Yes" "0" "0" "Both" "Unsafe" "No"
"912" "1" "158" "21.0090007781982" "Yes" "14" "12+" "Neither" "Unsafe" "No"
"913" "1" "204" "7.93800020217896" "Yes" "0" "0" "Neither" "Unsafe" "No"
"914" "0" "54" "35.1609992980957" "No" "0" "0" "Unfrequently" "Don't Know" "No"
"915" "1" "72" "10.0609998703003" "Yes" "0" "0" "Neither" "Unsafe" "No"
"916" "1" "69" "46.2560005187988" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"917" "0" "141" "48.6049995422363" "Yes" "0" "0" "Both" "Unsafe" "No"
"918" "0" "85" "24.3780002593994" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"919" "0" "132" "27.5919990539551" "Yes" "9" "9-12" "Both" "Unsafe" "No"
"920" "0" "189" "43.5309982299805" "Yes" "0" "0" "Both" "Unsafe" "No"
"921" "0" "151" "91.6449966430664" "Yes" "0" "0" "Drinking" "Unsafe" "No"
"922" "1" "186" "92.8679962158203" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"923" "1" "676" "70.9010009765625" "No" "9" "9-12" "Neither" "Unsafe" "No"
"924" "1" "319" "67.4960021972656" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"925" "1" "632" "27.4069995880127" "No" "0" "0" "Neither" "Unsafe" "No"
"926" "1" "240" "57.1590003967285" "No" "11" "12+" "Neither" "Unsafe" "No"
"927" "1" "88" "19.6189994812012" "Yes" "8" "9-12" "Unfrequently" "Unsafe" "No"
"928" "0" "54" "11.3009996414185" "No" "5" "1-8" "Both" "Unsafe" "No"
"929" "1" "80" "41.515998840332" "No" "5" "1-8" "Both" "Unsafe" "No"
"930" "0" "74" "13.1169996261597" "Yes" "10" "9-12" "Drinking" "Unsafe" "No"
"931" "1" "420" "26.8330001831055" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"932" "1" "143" "23.3729991912842" "No" "10" "9-12" "Neither" "Unsafe" "No"
"933" "1" "269" "2.89499998092651" "No" "11" "12+" "Neither" "Unsafe" "No"
"934" "0" "74" "4.5939998626709" "No" "0" "0" "Both" "Safe" "No"
"935" "1" "63" "42.2200012207031" "Yes" "0" "0" "Neither" "Unsafe" "No"
"936" "1" "83" "60.3639984130859" "No" "4" "1-8" "Neither" "Unsafe" "No"
"937" "0" "112" "69.1549987792969" "No" "5" "1-8" "Both" "Unsafe" "No"
"938" "1" "116" "59.6590003967285" "No" "9" "9-12" "Neither" "Unsafe" "No"
"939" "0" "93" "57.2879981994629" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"940" "1" "122" "56.2560005187988" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"941" "0" "109" "16.7800006866455" "No" "5" "1-8" "Drinking" "Unsafe" "No"
"942" "0" "167" "34.0900001525879" "No" "0" "0" "Drinking" "Unsafe" "No"
"943" "1" "109" "33.1679992675781" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"944" "1" "97" "12.0059995651245" "Yes" "7" "9-12" "Both" "Safe" "Yes"
"945" "0" "125" "51.5149993896484" "No" "5" "1-8" "Both" "Unsafe" "No"
"946" "1" "166" "60.2939987182617" "No" "7" "9-12" "Both" "Unsafe" "Yes"
"947" "0" "115" "27.8110008239746" "Yes" "6" "9-12" "Both" "Safe" "No"
"948" "1" "115" "44.9199981689453" "Yes" "0" "0" "Both" "Don't Know" "Yes"
"949" "0" "121" "55.1529998779297" "No" "0" "0" "Both" "Safe" "No"
"950" "1" "164" "66.2570037841797" "Yes" "5" "1-8" "Both" "Don't Know" "Yes"
"951" "0" "174" "51.1629981994629" "No" "0" "0" "Both" "Unsafe" "No"
"952" "0" "108" "49.5190010070801" "Yes" "0" "0" "Both" "Unsafe" "No"
"953" "0" "109" "19.136999130249" "Yes" "4" "1-8" "Both" "Safe" "No"
"954" "0" "227" "33.9949989318848" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"955" "0" "146" "34.0670013427734" "No" "0" "0" "Both" "Unsafe" "No"
"956" "0" "135" "45.4070014953613" "No" "0" "0" "Both" "Unsafe" "No"
"957" "1" "365" "76.3030014038086" "Yes" "5" "1-8" "Neither" "Don't Know" "No"
"958" "0" "118" "55.5870018005371" "Yes" "0" "0" "Both" "Unsafe" "No"
"959" "0" "54" "79.697998046875" "Yes" "0" "0" "Both" "Unsafe" "No"
"960" "0" "101" "92.0139999389648" "No" "6" "9-12" "Both" "Unsafe" "No"
"961" "1" "150" "76.6470031738281" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"962" "1" "163" "78.8679962158203" "No" "5" "1-8" "Neither" "Unsafe" "No"
"963" "1" "76" "62.326000213623" "No" "8" "9-12" "Neither" "Unsafe" "No"
"964" "1" "67" "54.056999206543" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"965" "1" "114" "16.9979991912842" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"966" "0" "73" "3.38000011444092" "Yes" "0" "0" "Both" "Unsafe" "No"
"967" "1" "160" "50.7169990539551" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"968" "1" "230" "22.326000213623" "No" "11" "12+" "Neither" "Unsafe" "No"
"969" "0" "61" "59.9259986877441" "Yes" "0" "0" "Drinking" "Don't Know" "No"
"970" "1" "65" "162.921005249023" "No" "5" "1-8" "Neither" "Unsafe" "No"
"971" "0" "66" "163.680999755859" "No" "0" "0" "Both" "Unsafe" "No"
"972" "0" "51" "33.7449989318848" "No" "0" "0" "Both" "Safe" "No"
"973" "0" "65" "72.8649978637695" "No" "5" "1-8" "Both" "Safe" "No"
"974" "0" "342" "153.356994628906" "No" "5" "1-8" "Both" "Unsafe" "No"
"975" "0" "282" "213.714996337891" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"976" "0" "132" "98.9899978637695" "No" "0" "0" "Both" "Unsafe" "No"
"977" "0" "189" "93.1709976196289" "Yes" "0" "0" "Both" "Unsafe" "No"
"978" "0" "137" "85.3889999389648" "No" "0" "0" "Both" "Unsafe" "No"
"979" "0" "138" "70.6480026245117" "No" "5" "1-8" "Both" "Unsafe" "No"
"980" "0" "239" "50.5690002441406" "No" "0" "0" "Both" "Unsafe" "No"
"981" "0" "82" "28.9969997406006" "Yes" "0" "0" "Both" "Safe" "No"
"982" "0" "61" "84.6849975585938" "No" "0" "0" "Both" "Unsafe" "No"
"983" "0" "297" "75.0260009765625" "No" "0" "0" "Both" "Unsafe" "No"
"984" "0" "111" "11.2379999160767" "No" "0" "0" "Both" "Unsafe" "No"
"985" "0" "154" "96.4089965820312" "No" "5" "1-8" "Both" "Don't Know" "No"
"986" "0" "119" "103.411003112793" "Yes" "0" "0" "Both" "Safe" "No"
"987" "0" "237" "49.2980003356934" "Yes" "0" "0" "Both" "Safe" "No"
"988" "0" "254" "40.5740013122559" "Yes" "0" "0" "Both" "Safe" "No"
"989" "0" "64" "90.5490036010742" "No" "5" "1-8" "Drinking" "Unsafe" "No"
"990" "0" "195" "114.900001525879" "No" "5" "1-8" "Drinking" "Unsafe" "No"
"991" "0" "185" "84.7519989013672" "No" "5" "1-8" "Both" "Unsafe" "No"
"992" "0" "130" "88.2180023193359" "No" "5" "1-8" "Both" "Don't Know" "No"
"993" "1" "78" "42.5690002441406" "No" "0" "0" "Neither" "Unsafe" "No"
"994" "1" "188" "39.7929992675781" "No" "0" "0" "Neither" "Unsafe" "No"
"995" "1" "111" "3.39299988746643" "No" "5" "1-8" "Neither" "Unsafe" "No"
"996" "0" "75" "10.3330001831055" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"997" "1" "118" "15.5959997177124" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"998" "0" "59" "32.4550018310547" "Yes" "9" "9-12" "Both" "Unsafe" "No"
"999" "1" "79" "23.3799991607666" "No" "8" "9-12" "Neither" "Unsafe" "No"
"1000" "1" "124" "26.4869995117188" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1001" "1" "97" "20.7180004119873" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1002" "1" "73" "8.64900016784668" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"1003" "1" "82" "24.7940006256104" "Yes" "9" "9-12" "Neither" "Unsafe" "No"
"1004" "0" "75" "17.5900001525879" "No" "0" "0" "Drinking" "Safe" "No"
"1005" "0" "105" "42.5169982910156" "Yes" "0" "0" "Drinking" "Unsafe" "No"
"1006" "0" "53" "27.7329998016357" "No" "0" "0" "Both" "Unsafe" "No"
"1007" "1" "55" "11.456000328064" "No" "0" "0" "Neither" "Unsafe" "No"
"1008" "0" "83" "23.3810005187988" "Yes" "0" "0" "Both" "Safe" "No"
"1009" "1" "51" "32.4879989624023" "Yes" "8" "9-12" "Drinking" "Safe" "No"
"1010" "1" "74" "31.2150001525879" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1011" "1" "75" "12.2410001754761" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1012" "0" "65" "35.4780006408691" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"1013" "1" "104" "39.5410003662109" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1014" "1" "147" "40.0449981689453" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1015" "0" "107" "2.10899996757507" "No" "8" "9-12" "Both" "Safe" "No"
"1016" "1" "211" "23.1089992523193" "No" "7" "9-12" "Neither" "Safe" "No"
"1017" "0" "150" "7.36999988555908" "No" "11" "12+" "Both" "Safe" "No"
"1018" "0" "180" "16.6860008239746" "Yes" "0" "0" "Both" "Unsafe" "No"
"1019" "1" "180" "25.9710006713867" "No" "0" "0" "Neither" "Safe" "No"
"1020" "1" "265" "7.76300001144409" "Yes" "11" "12+" "Neither" "Unsafe" "No"
"1021" "1" "190" "8.96700000762939" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1022" "0" "171" "13.5729999542236" "Yes" "0" "0" "Drinking" "Unsafe" "No"
"1023" "0" "244" "45.5330009460449" "No" "5" "1-8" "Both" "Unsafe" "No"
"1024" "1" "52" "32.5309982299805" "No" "5" "1-8" "Neither" "Safe" "No"
"1025" "1" "99" "40.9480018615723" "Yes" "11" "12+" "Neither" "Unsafe" "No"
"1026" "1" "93" "58.7459983825684" "No" "0" "0" "Neither" "Unsafe" "No"
"1027" "0" "95" "55.1100006103516" "No" "7" "9-12" "Both" "Unsafe" "No"
"1028" "0" "156" "26.7220001220703" "No" "8" "9-12" "Both" "Unsafe" "No"
"1029" "0" "148" "19.1569995880127" "No" "0" "0" "Both" "Unsafe" "No"
"1030" "1" "153" "16.2320003509521" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1031" "1" "148" "23.8390007019043" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1032" "1" "106" "57.3409996032715" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1033" "0" "103" "53.8120002746582" "No" "0" "0" "Both" "Unsafe" "No"
"1034" "0" "67" "18.8659992218018" "No" "10" "9-12" "Both" "Unsafe" "No"
